movie_id,keyword_id,keyword
674,10629,vision
674,10873,school
674,12380,tournament
674,12554,dragon
674,162846,ghost
674,177912,wizard
674,188178,teenage hero
674,207317,christmas
674,246466,based on young adult novel
674,336530,teen fantasy
1124566,10041,dysfunctional family
1124566,33490,filmmaking
1124566,176096,generational
1124566,192687,"oslo, norway"
1124566,210434,thoughtful
1124566,239797,complex
1124566,240303,father daughter relationship
1124566,241738,sister sister relationship
1124566,248870,memories
1124566,295902,actress
650524,818,based on novel or book
650524,4379,time travel
650524,34136,blunt
650524,223738,warring states period
650524,247799,action comedy
650524,269769,based on tv series
650524,276014,historical comedy
650524,313425,qin dynasty
502356,690,gorilla
502356,1878,plumber
502356,3289,villain
502356,11477,anthropomorphism
502356,9696,magic mushroom
502356,41645,based on video game
502356,172242,toad
502356,179430,aftercreditsstinger
502356,179431,duringcreditsstinger
502356,188294,damsel in distress
502356,207592,piano
502356,243959,brother brother relationship
502356,278823,3d animation
502356,307254,evil king
8689,596,adultery
8689,570,rape
8689,1585,snake
8689,4931,pig
8689,1463,culture clash
8689,4720,ritual
8689,886,movie business
8689,2517,leech
8689,3986,spider
8689,5160,animal attack
8689,9701,controversy
8689,4551,swamp
8689,10148,tribe
8689,5569,vomit
8689,5968,amazon rainforest
8689,9732,film in film
8689,10864,human sacrifice
8689,10787,jungle
8689,13006,torture
8689,13083,rape and murder
8689,14707,brutality
8689,14895,cannibal
8689,15394,hatchet
8689,18266,south america
8689,33490,filmmaking
8689,156091,missing person
8689,161166,misogyny
8689,162745,ritual sacrifice
8689,163053,found footage
8689,188460,tortoise
8689,189921,video nasty
8689,192694,lost footage
8689,205685,animal cruelty
8689,210856,amazon tribe
8689,232071,vomiting woman
8689,243608,abused woman
8689,246926,film within a film
8689,248288,adulterous wife
8689,253980,film censorship
8689,263398,film industry
8689,276164,pseudo-documentary
8689,278235,cannibalism
8689,299360,guerilla filmmaking
8689,310003,banned film
8689,310004,disemboweling
8689,310005,film reel
8689,310006,yacomo
8689,342626,b-horror
8689,365923,found footage adjacent
513343,2504,world war i
1175942,387,california
1175942,818,based on novel or book
1175942,1585,snake
1175942,6149,police
1175942,1994,wolf
1175942,1721,fight
1175942,3986,spider
1175942,3289,villain
1175942,9663,sequel
1175942,10051,heist
1175942,11477,anthropomorphism
1175942,9882,space
1175942,12670,"los angeles, california"
1175942,13027,wedding
1175942,156039,space station
1175942,157210,framed for a crime
1175942,236159,luchador
1175942,325832,joyful
957119,6270,high school
957119,818,based on novel or book
957119,313356,american football player
957119,318933,based on web novel
414906,6149,police
414906,6259,psychopath
414906,1308,secret identity
414906,853,crime fighter
414906,9715,superhero
414906,2334,nightclub
414906,6083,politician
414906,9717,based on comic
414906,7002,vigilante
414906,10291,organized crime
414906,10714,serial killer
414906,33626,millionaire
414906,154954,social injustice
414906,161982,murder investigation
414906,179430,aftercreditsstinger
414906,180734,masked superhero
414906,181659,political corruption
414906,207268,neo-noir
414906,232469,urban gothic
414906,232766,vengeance
414906,272385,mayoral election
414906,281659,wistful
414906,314730,suspenseful
414906,325822,gloomy
414906,367807,dc elseworlds
12,1357,fish
12,5656,"sydney, australia"
12,970,parent child relationship
12,11477,anthropomorphism
12,10026,harbor
12,14785,underwater
12,15097,shark
12,33635,pelican
12,33759,fish tank
12,33760,great barrier reef
12,154896,sea turtle
12,156948,missing child
12,179430,aftercreditsstinger
12,179431,duringcreditsstinger
12,180557,short-term memory loss
12,180568,clownfish
12,180574,father son reunion
12,181068,protective father
12,259376,playful
12,325782,cheerful
12,325853,sympathetic
70609,7066,sex education
70609,10093,priest
70609,190370,erotic movie
31119,2766,mutation
31119,1618,radiation
31119,9951,alien
31119,9826,murder
31119,14626,astronaut
31119,189099,giant
31119,240253,edited from unfinished film
31119,325794,derogatory
354912,4062,skeleton
354912,534,mexico
354912,953,guitar
354912,6155,afterlife
354912,4048,musician
354912,65,holiday
354912,3289,villain
354912,10229,singer
354912,13112,murderer
354912,190287,life after death
354912,208349,kids
354912,209789,day of the dead
354912,283297,music
354912,296741,boy
354912,320420,hilarious
354912,325824,hopeful
585,1299,monster
585,4210,panic
585,1332,cheating
585,1930,kidnapping
585,3255,door
585,3256,infant
585,3289,villain
585,7939,portal
585,9823,rivalry
585,6107,energy supply
585,9713,friends
585,12011,hijinks
585,12392,best friend
585,14569,chameleon
585,18035,family
585,33465,parallel world
585,167106,conveyor belt
585,179431,duringcreditsstinger
585,183169,villain arrested
585,189115,invisibility
585,204006,energy company
585,236560,conspirators
569094,242,new york city
569094,1701,hero
569094,848,double life
569094,2858,sacrifice
569094,1308,secret identity
569094,9715,superhero
569094,3289,villain
569094,7939,portal
569094,9717,based on comic
569094,9663,sequel
569094,9840,romance
569094,9181,alter ego
569094,9820,alternate dimension
569094,15025,parenting
569094,18035,family
569094,18095,alternate version
569094,33637,super power
569094,41523,"brooklyn, new york city"
569094,155030,superhero team
569094,158124,spider bite
569094,163074,super villain
569094,175102,cliffhanger
569094,180734,masked superhero
569094,188237,teenage romance
569094,193545,young heroes
569094,213104,teen superhero
569094,213120,teen social issues
569094,221727,chelsea
569094,245157,alternate universe
569094,265979,superhero teamup
569094,272493,female superhero
569094,282984,slow burn romance
569094,299365,interdimensional travel
569094,325763,ambiguous
569094,325783,cliché
569094,325809,enthusiastic
569094,325811,excited
569094,325856,vibrant
569094,356602,black superhero
404141,4048,musician
404141,2936,artists' life
404141,7024,fashion designer
404141,9872,grief
404141,159103,mourning
404141,236369,voiceover
982843,2210,climate change
982843,5096,natural disaster
982843,5769,global warming
982843,12375,transhumanism
982843,173272,flood
982843,197056,meditative
982843,205276,vexed
982843,210434,thoughtful
982843,212737,philosophical
982843,225219,reflective
982843,239797,complex
982843,254167,loving
982843,269808,introspective
982843,281659,wistful
982843,293649,provocative
982843,311315,dramatic
982843,325761,admiring
982843,325762,adoring
982843,325786,compassionate
982843,325791,defiant
982843,325795,dignified
982843,325806,empathetic
982843,325824,hopeful
982843,325842,powerful
982843,325849,sincere
982843,325853,sympathetic
982843,325855,urgent
1588846,321739,sexy
402431,616,witch
402431,246,dancing
402431,818,based on novel or book
402431,3616,college
402431,4896,wish
402431,4344,musical
402431,5248,female friendship
402431,6733,bullying
402431,10181,based on play or musical
402431,6562,celebrity
402431,9675,prequel
402431,10229,singer
402431,12990,singing
402431,156024,corrupt politician
402431,170135,death in childbirth
402431,170362,fantasy world
402431,177912,wizard
402431,180466,gravity
402431,186782,discrimination
402431,196630,ostracism
402431,196785,woman in wheelchair
402431,240462,musical comedy
402431,241738,sister sister relationship
402431,250819,belonging
402431,266753,cautionary
402431,293198,fantasy
402431,309974,absurd
402431,323305,romantic fantasy
402431,324713,whimsical
402431,325834,mean spirited
1021635,155477,softcore
1021635,159551,pink film
127623,170827,sex comedy
1434973,1956,world war ii
1495694,818,based on novel or book
1495694,34265,heartbreak
1495694,304976,romantic drama
1495694,328044,winemaking
1119878,3070,mercenary
1119878,9663,sequel
1119878,192779,mount everest
1119878,314730,suspenseful
1119878,325805,embarrassed
1119878,325840,optimistic
1119878,325855,urgent
337404,1228,1970s
337404,2095,anti hero
337404,3289,villain
337404,4470,punk rock
337404,7024,fashion designer
337404,15479,fashion
337404,242214,origin story
337404,245230,live action remake
1043197,207046,murder mystery
1043197,209871,monster under the bed
701387,83,saving the world
701387,592,capitalism
701387,1930,kidnapping
701387,2340,paranoia
701387,6262,delusion
701387,1715,symbolism
701387,10123,dark comedy
701387,8201,satire
701387,9951,alien
701387,9714,remake
701387,9739,extraterrestrial
701387,14909,alien invasion
701387,33416,power politics
701387,41329,mental illness
701387,200234,shocking
701387,201064,hierarchy
701387,206959,global threat
701387,214655,absurdism
701387,246533,political conflict
701387,251827,alien conspiracy
701387,256159,ecologism
701387,293749,social critique
701387,309487,sequestro
701387,321464,intense
701387,345851,black comedy
701387,367440,alienígena
73861,2546,mask
73861,2337,pedophilia
73861,236,suicide
73861,445,pornography
73861,570,rape
73861,739,sexual abuse
73861,4426,sadism
73861,5919,necrophilia
73861,6255,insanity
73861,2376,perversity
73861,3260,masochism
73861,9701,controversy
73861,3880,snuff
73861,10292,gore
73861,6373,sadomasochism
73861,7344,porn star
73861,7492,serbia
73861,11534,sexual violence
73861,9826,murder
73861,11262,statutory rape
73861,13006,torture
73861,13073,fear
73861,13083,rape and murder
73861,14707,brutality
73861,33439,sexual sadism
73861,33841,incest
73861,156075,evil
73861,159595,sexual torture
73861,201028,depravity
73861,208018,infanticide
73861,217994,murder by gunshot
73861,264551,child sexual abuse
73861,281822,shocksploitation
73861,285961,low budget
73861,310003,banned film
73861,315583,male rape
73861,318581,child homicide
73861,357263,sexual brutality
73861,357264,sexual cruelty
671,616,witch
671,2921,school friend
671,6054,friendship
671,212,"london, england"
671,818,based on novel or book
671,2343,magic
671,6271,boarding school
671,3230,male friendship
671,3650,child hero
671,3884,school of witchcraft
671,4238,chosen one
671,6733,bullying
671,10873,school
671,162846,ghost
671,170362,fantasy world
671,177912,wizard
671,198168,pre-teen
671,210246,children's adventure
671,246466,based on young adult novel
671,248927,found family
671,272301,owl
671,324016,male female friendship
671,324713,whimsical
671,336530,teen fantasy
1022789,1647,sadness
1022789,3444,disgust
1022789,9663,sequel
1022789,10159,computer animation
1022789,10809,teenage girl
1022789,13073,fear
1022789,18047,anger
1022789,155624,envy
1022789,179430,aftercreditsstinger
1022789,179431,duringcreditsstinger
1022789,211269,emotions
1022789,241752,embarrasment
1022789,277029,joy
1022789,280263,anxiety
1022789,319397,witty
1022789,325772,assertive
1022789,325782,cheerful
1252037,1956,world war ii
1252037,11117,tank
1252037,165431,anti war
1252037,207883,1940s
1252037,325822,gloomy
1252037,336082,eastern front
1252037,348671,meth
1241982,658,sea
1241982,270,ocean
1241982,3289,villain
1241982,4344,musical
1241982,9663,sequel
1241982,10683,coming of age
1241982,157155,explorer
1241982,179431,duringcreditsstinger
1241982,180803,polynesia
1241982,236465,seafarer
1241982,325824,hopeful
1241982,347753,female explorer
420817,1701,hero
420817,2348,hustler
420817,3998,palace
420817,4892,sultan
420817,4895,flying carpet
420817,4344,musical
420817,5626,rags to riches
420817,9840,romance
420817,15149,monkey
420817,18035,family
420817,157303,first love
420817,185343,"based on myths, legends or folklore"
420817,190536,genie
420817,191012,arabian nights
420817,209220,live action and animation
420817,245230,live action remake
420817,320420,hilarious
420817,325762,adoring
420817,325779,brisk
420817,325814,familiar
65532,818,based on novel or book
1470086,1326,infidelity
1470086,321739,sexy
12159,439,paradise
12159,6155,afterlife
12159,5918,painting
12159,6154,hell
12159,4116,heaven
12159,210530,spiritism
12159,311315,dramatic
12159,325830,informative
109445,7376,princess
109445,2343,magic
109445,2281,mistake in person
109445,2011,queen
109445,6513,cartoon
109445,3289,villain
109445,4232,melancholy
109445,4344,musical
109445,10085,betrayal
109445,10115,snowman
109445,10385,reindeer
109445,10541,curse
109445,10794,snow
109445,11173,troll
109445,15101,based on children's book
109445,159212,mountain climbing
109445,160350,evil prince
109445,179411,based on fairy tale
109445,179430,aftercreditsstinger
109445,181128,frozen
109445,187056,woman director
109445,241738,sister sister relationship
109445,272909,magic land
109445,324713,whimsical
109445,325824,hopeful
365083,1353,underground
365083,3623,cabin
365083,245207,otherworldly beings
365083,258533,gay theme
365083,264386,lesbian
365083,318650,the woods
372058,6270,high school
372058,4776,race against time
372058,1566,dreams
372058,6155,afterlife
372058,5096,natural disaster
372058,6152,supernatural
372058,4379,time travel
372058,4803,comet
372058,9840,romance
372058,10614,tragedy
372058,10873,school
372058,33721,body-swap
372058,33910,high school student
372058,157171,nonlinear timeline
372058,157813,naked
372058,165086,star crossed lovers
372058,196017,power of love
372058,210024,anime
372058,235790,japanese high school
372058,298549,urban fantasy
372058,325828,indifferent
1492094,3837,failure
800373,5565,biography
800373,6165,historical figure
800373,154866,archive footage
800373,185511,founder
800373,193223,film critic
800373,200224,cinematheque
800373,221078,old footage
800373,222228,cinema history
800373,239463,film archives
800373,239811,famous people
800373,291227,national archives
800373,328428,cinema critic
12482,2708,hitman
12482,13072,falling in love
12482,15009,criminal
12482,33625,illegal prostitution
12482,190636,crime syndicate
673,616,witch
673,2921,school friend
673,6054,friendship
673,334,flying
673,2343,magic
673,992,bus
673,2052,traitor
673,3650,child hero
673,3884,school of witchcraft
673,4252,black magic
673,4379,time travel
673,10873,school
673,12392,best friend
673,12564,werewolf
673,33784,muggle
673,162846,ghost
673,177912,wizard
673,179430,aftercreditsstinger
673,195269,magical creature
673,200679,night bus
673,206720,teenage life
673,207317,christmas
673,229184,school class
673,246466,based on young adult novel
673,249692,magic spell
673,325761,admiring
673,325784,comforting
673,325807,enchant
673,336530,teen fantasy
2972,818,based on novel or book
2972,2444,jewish ghetto
2972,3901,rabbi
2972,4037,in vitro fertilisation
2972,3530,"prague, czech republic"
2972,9675,prequel
2972,10144,antisemitism
2972,154802,silent film
2972,179874,expressionism
2972,198181,golem
2972,208244,16th century
2972,244516,german expressionism
2972,325783,cliché
872585,1157,husband wife relationship
872585,818,based on novel or book
872585,1815,atomic bomb
872585,1627,patriotism
872585,1508,new mexico
872585,1956,world war ii
872585,4593,atomic bomb test
872585,6012,physics
872585,5565,biography
872585,9672,based on true story
872585,10144,antisemitism
872585,15271,interrogation
872585,33720,guilt
872585,159289,historical event
872585,160381,nuclear weapons
872585,173644,communism
872585,173686,red scare
872585,194595,mccarthyism
872585,195022,top secret project
872585,198423,moral dilemma
872585,206515,usa politics
872585,207883,1940s
872585,285398,20th century
872585,285777,manhattan project
872585,297020,los alamos
950396,8122,canyon
950396,3002,fog
950396,9840,romance
950396,33787,tower
950396,228632,elite sniper
950396,307161,snipers
950396,326172,long-term observation
1196946,1228,1970s
1196946,9672,based on true story
1196946,15060,period drama
1196946,192772,historical drama
1196946,230926,india pakistan war
1196946,324284,war drama
1196946,328926,based on real person
1196946,340972,biographical drama
803737,2831,slavery
803737,12425,racism
803737,192279,usa history
803737,260872,america
475557,1566,dreams
475557,542,street gang
475557,3679,society
475557,6259,psychopath
475557,3199,clown
475557,3289,villain
475557,9717,based on comic
475557,9826,murder
475557,12565,psychological thriller
475557,18023,criminal mastermind
475557,41329,mental illness
475557,41665,anarchy
475557,164186,character study
475557,166235,clown makeup
475557,172144,prophetic
475557,177489,subway train
475557,190823,social realism
475557,194404,supervillain
475557,196003,tv host
475557,208289,1980s
475557,240237,mother son relationship
475557,242214,origin story
475557,315529,falling into madness
475557,367807,dc elseworlds
276635,612,hotel
276635,828,waitress
276635,1960,mine
276635,187224,seaside town
680,2231,drug dealer
680,2151,drug crime
680,8627,stolen money
680,9730,crime boss
680,11436,redemption
680,12670,"los angeles, california"
680,14604,theft
680,157171,nonlinear timeline
680,171366,multiple storylines
680,207268,neo-noir
680,311315,dramatic
680,325765,amused
1038392,904,"pennsylvania, usa"
1038392,6152,supernatural
1038392,2626,exorcism
1038392,3358,haunted house
1038392,9663,sequel
1038392,10093,priest
1038392,11001,religion
1038392,13027,wedding
1038392,13153,spirit
1038392,15043,paranormal investigation
1038392,162846,ghost
1038392,208289,1980s
1038392,241827,demonic
1038392,249379,mirror
1038392,256183,supernatural horror
1038392,315058,horror
308686,10225,pageant
308686,11612,hospital
308686,173066,postal worker
308686,207317,christmas
574475,1946,restaurant
574475,10292,gore
574475,9663,sequel
574475,10170,premonition
574475,10855,fate
574475,18035,family
574475,34079,death
574475,173971,taunting
574475,199686,near-death experience
574475,201456,paranoid
574475,201864,hostile
574475,208992,1960s
574475,240606,cheating death
574475,244530,malicious
574475,256183,supernatural horror
574475,263959,vindictive
574475,315058,horror
574475,325780,callous
574475,325799,disheartening
574475,325818,frightened
574475,325821,ghoulish
574475,325829,inflammatory
574475,325836,mocking
574475,325841,pessimistic
574475,325846,sardonic
878608,287803,experimental cinema
1280875,210024,anime
1280875,292887,magical girl
298583,588,"rome, italy"
298583,10041,dysfunctional family
298583,7312,road trip
298583,13027,wedding
298583,187056,woman director
13564,3358,haunted house
13564,1295,europe
13564,10629,vision
13564,156075,evil
13564,158431,united kingdom
13564,186527,locked in
13564,222385,interactive
13564,254177,straight jacket
13564,306194,hallucinations
13564,323404,ancient artifact
1100988,392,england
1100988,4458,post-apocalyptic future
1100988,3099,satanism
1100988,5545,satanist
1100988,9663,sequel
1100988,10349,survival
1100988,12377,zombie
1100988,50009,survival horror
1100988,163055,satanic cult
1100988,186565,zombie apocalypse
1100988,223793,northumberland
1100988,312898,violence
1100988,325778,bold
1100988,325786,compassionate
1100988,325821,ghoulish
1100988,338038,lindisfarne
1100988,339366,zumbi
50193,4344,musical
50193,238160,christ figure
1184918,3289,villain
1184918,14544,robot
1184918,15101,based on children's book
1184918,166726,female villain
1184918,179430,aftercreditsstinger
1184918,179431,duringcreditsstinger
1184918,208349,kids
1184918,209051,adopted son
1184918,291153,grand
1184918,309426,understated
1184918,321464,intense
1184918,325773,audacious
1184918,325775,awestruck
1184918,325782,cheerful
1184918,325784,comforting
672,616,witch
672,391,flying car
672,603,elves
672,2343,magic
672,1938,sword
672,2913,diary
672,3650,child hero
672,3884,school of witchcraft
672,3888,giant spider
672,4252,black magic
672,3891,giant snake
672,162846,ghost
672,170881,child driving car
672,177912,wizard
672,179430,aftercreditsstinger
672,207317,christmas
672,246466,based on young adult novel
672,336530,teen fantasy
1220564,6149,police
1220564,1992,professor
1220564,1228,1970s
1220564,4289,secret agent
1220564,7606,dictatorship
1220564,10562,on the run
1220564,192671,recife
1220564,233421,brazilian politics
1220564,264118,brazil
1220564,353855,archives
1220564,354726,ditadura militar brasileira
443547,10392,mute
443547,13027,wedding
443547,33738,beaten
443547,187056,woman director
443547,187295,broken jaw
443547,215165,runaway bride
443547,220969,left for dead
443547,233097,self-sabotage
87826,6270,high school
87826,9917,mixed martial arts (mma)
87826,14955,fighting
87826,41525,high school teacher
87826,163223,prize money
87826,178440,physics teacher
66795,1415,small town
66795,15250,alien infection
66795,188133,felon
66795,322213,alien parasite
68718,10084,rescue
68718,6054,friendship
68718,801,bounty hunter
68718,1556,texas
68718,2831,slavery
68718,3136,plantation
68718,9748,revenge
68718,12425,racism
68718,163120,slave trade
68718,188772,black slave
68718,207928,19th century
68718,209044,white supremacy
68718,251667,anxious
68718,298374,old west
68718,309603,mississippi
361790,3200,platonic love
361790,9799,romcom
361790,9706,anthology
361790,9840,romance
361790,9673,love
361790,264118,brazil
361790,328467,no one loves
361790,328468,no love
72105,6054,friendship
72105,1566,dreams
72105,9673,love
72105,15214,buddy
72105,158162,teddy bear
72105,187065,toy comes to life
72105,187084,wishes come true
1266990,9833,lesbian relationship
1266990,158718,lgbt
1266990,264386,lesbian
1266990,280003,girls' love (gl)
1266990,319872,lesbian romance
1266990,321739,sexy
150046,193015,ski lodge
150046,296608,teenager
381656,2132,literature
381656,10121,stop motion
381656,263548,short film
820446,885,villa
820446,1655,country house
820446,2335,southern france
820446,2850,testament
820446,9935,travel
820446,14905,britain
820446,15060,period drama
820446,269769,based on tv series
71524,6075,sports
71524,190317,belmondo
1129290,275796,sexual education
519182,9715,superhero
519182,3289,villain
519182,9663,sequel
519182,163074,super villain
519182,179430,aftercreditsstinger
519182,179431,duringcreditsstinger
519182,208349,kids
519182,209673,calm
4935,616,witch
4935,334,flying
4935,2217,rain
4935,3098,castle
4935,3151,scarecrow
4935,5133,body exchange
4935,4232,melancholy
4935,7315,hatter
4935,7397,bakery
4935,10541,curse
4935,10028,steampunk
4935,15001,demon
4935,210024,anime
4935,210434,thoughtful
4935,225219,reflective
4935,246466,based on young adult novel
4935,259376,playful
4935,293198,fantasy
4935,314893,magical
4935,322942,adventure
4935,324429,romantic
4935,325811,excited
4935,325824,hopeful
940551,1339,duck
940551,3289,villain
940551,1729,migration
940551,8044,flight
940551,11477,anthropomorphism
940551,18035,family
940551,18165,animals
940551,18293,chef
940551,218182,overprotective father
940551,277462,bird
42447,679,cyborg
173541,1326,infidelity
173541,1332,cheating
173541,15160,divorce
173541,166113,marriage problems
1166694,158718,lgbt
9599,5198,cold
9599,6898,quarantine
9599,627,killing
9599,3335,halloween
9599,3092,slime
9599,3444,disgust
9599,4803,comet
9599,9951,alien
9599,9639,playboy
9599,9714,remake
9599,11612,hospital
9599,41412,sewer
9599,160195,freezer
9599,162365,military
9599,199524,disturbed
9599,202371,aggressive
9599,237034,liquefaction
9599,276605,serious
9599,283085,body horror
9599,314730,suspenseful
9599,325778,bold
9599,325811,excited
549598,9672,based on true story
549598,10093,priest
549598,18396,catholic
549598,41610,saint
986056,242,new york city
986056,9715,superhero
986056,3289,villain
986056,9717,based on comic
986056,33637,super power
986056,159315,mental health
986056,179430,aftercreditsstinger
986056,179431,duringcreditsstinger
986056,180547,marvel cinematic universe (mcu)
986056,181655,congressman
986056,205276,vexed
986056,240303,father daughter relationship
986056,243999,impeachment
986056,245064,survivor's guilt
986056,285809,antihero
986056,299368,ragtag
986056,307320,band of misfits
986056,325857,wry
41446,10084,rescue
41446,2546,mask
41446,798,sheriff
41446,931,jealousy
41446,10123,dark comedy
41446,4399,victim
41446,4728,knife
41446,5836,self-inflicted injury
41446,9663,sequel
41446,9740,sociopath
41446,9826,murder
41446,10275,house party
41446,11870,teen movie
41446,10714,serial killer
41446,10818,author
41446,11612,hospital
41446,12339,slasher
41446,14903,home invasion
41446,160612,self-referential
41446,164829,cousin relationship
41446,191527,phone call
41446,225012,satirical
41446,225991,millennials
41446,228676,publicist
41446,235530,fame-seeking
41446,241669,new generation
41446,283118,return to hometown
41446,305666,masked killer
41446,309974,absurd
41446,315841,remakes
41446,325765,amused
693134,818,based on novel or book
693134,1965,sandstorm
693134,4238,chosen one
693134,9840,romance
693134,10614,tragedy
693134,11239,distant future
693134,10044,tragic hero
693134,13031,creature
693134,13194,planet
693134,18034,desert
693134,40850,destiny
693134,158144,giant worm
693134,161176,space opera
693134,178080,sand dune
693134,180671,allegorical
693134,194063,messiah
693134,199660,fall from grace
693134,232766,vengeance
693134,282218,religious allegory
693134,286709,giant creature
693134,288793,power
693134,325763,ambiguous
693134,325766,antagonistic
693134,325813,exuberant
693134,325835,melodramatic
693134,364682,areia
361743,2533,fighter pilot
361743,4410,u.s. navy
361743,9663,sequel
361743,160381,nuclear weapons
361743,162365,military
361743,221092,aircraft carrier
361743,239588,naval aviation
361743,273967,war
361743,325761,admiring
361743,325773,audacious
361743,325804,earnest
11036,7879,secret love
11036,815,soulmates
11036,818,based on novel or book
11036,2038,love of one's life
11036,1721,fight
11036,493,poem
11036,1261,river
11036,1647,sadness
11036,6069,class
11036,2689,dementia
11036,14708,tears
11036,15224,candle
11036,68648,mailbox
11036,160404,valentine's day
18874,2157,hacker
18874,679,cyborg
18874,9717,based on comic
18874,12190,cyberpunk
18874,210024,anime
119617,10594,money
119617,157690,mall
119617,211408,high cost of living
102522,168405,fast draw
102522,185403,eurowestern
1035259,9663,sequel
1035259,9253,slapstick comedy
1035259,11931,spoof
1035259,161184,reboot
1035259,179430,aftercreditsstinger
1035259,179431,duringcreditsstinger
1035259,247799,action comedy
1035259,309974,absurd
1035259,325765,amused
1433027,1228,1970s
1433027,12670,"los angeles, california"
1433027,14768,single mother
1433027,15043,paranormal investigation
1433027,256183,supernatural horror
1433027,272408,evil spirits
1433027,315058,horror
941109,10051,heist
941109,9727,thief
941109,202798,insecure
941109,225219,reflective
941109,240422,wonder
941109,325775,awestruck
1321179,6285,coup d'etat
1321179,4849,exile
1321179,9672,based on true story
1321179,13084,king
1321179,15060,period drama
1321179,41406,middle ages (476-1453)
1321179,192772,historical drama
1321179,195018,depose
1321179,199812,nobleman
1321179,213097,15th century
1321179,232421,joseon dynasty (1392–1910)
1321179,328926,based on real person
1147203,2157,hacker
1147203,191845,bank heist
176023,196340,triads
205505,332,insect
205505,8201,satire
205505,9887,surrealism
205505,158276,metamorphosis
97709,161919,adult animation
315635,6270,high school
315635,242,new york city
315635,521,"washington dc, usa"
315635,1308,secret identity
315635,9715,superhero
315635,9717,based on comic
315635,161184,reboot
315635,179430,aftercreditsstinger
315635,179431,duringcreditsstinger
315635,180547,marvel cinematic universe (mcu)
315635,180734,masked superhero
315635,213104,teen superhero
1209288,9715,superhero
1209288,10150,end of the world
1209288,18712,based on graphic novel
1209288,155030,superhero team
1209288,243230,parallel universe
1209288,320420,hilarious
1209288,365780,tomorrowverse (dc)
1084244,9823,rivalry
1084244,9663,sequel
1084244,167541,buddy comedy
1084244,187065,toy comes to life
1084244,235220,replacement
1084244,265589,toy
1084244,278823,3d animation
1084244,317678,tablet computer
1168571,1618,radiation
1168571,690,gorilla
1168571,12553,alien abduction
1050266,65,holiday
1050266,1991,santa claus
1050266,207317,christmas
1050266,269769,based on tv series
935766,318887,brazilian comedy
935766,322268,comedy
22,1318,blacksmith
22,1321,gold
22,911,exotic island
22,5744,governor
22,4062,skeleton
22,3266,jamaica
22,4107,british empire
22,12988,pirate
22,157186,swashbuckler
22,160279,18th century
22,167861,caribbean sea
22,179430,aftercreditsstinger
22,185200,pirate ship
22,224626,british navy
22,235626,tortuga
22,279987,based on theme park ride
22,320420,hilarious
22,325765,amused
22,325779,brisk
131465,34124,mother superior
131465,165470,convent (nunnery)
131465,191004,german soldier
473896,4932,farm
473896,3344,letter
473896,5640,vase
473896,173066,postal worker
281957,570,rape
281957,818,based on novel or book
281957,970,parent child relationship
281957,1442,winter
281957,1468,child murder
281957,1262,mountain
281957,2522,grizzly bear
281957,5160,animal attack
281957,3593,wilderness
281957,10292,gore
281957,10322,native american
281957,5774,forest
281957,9672,based on true story
281957,9468,liar
281957,6536,fur trapping
281957,9454,frontier
281957,9714,remake
281957,9748,revenge
281957,10349,survival
281957,9826,murder
281957,10468,bear
281957,10794,snow
281957,14808,scalping
281957,18165,animals
281957,18330,nature
281957,155573,wild west
281957,158175,bear attack
281957,162722,indian attack
281957,180173,dead horse
281957,188266,starvation
281957,200234,shocking
281957,207928,19th century
281957,232116,wolves
281957,279414,ice
281957,316832,tense
281957,325766,antagonistic
281957,325854,tragic
240,613,new year's eve
240,242,new york city
240,818,based on novel or book
240,700,italian american
240,701,cuba
240,131,italy
240,3149,gangster
240,6049,praise
240,1936,blackmail
240,1715,symbolism
240,2944,senator
240,9748,revenge
240,9826,murder
240,10085,betrayal
240,10291,organized crime
240,11259,extortion
240,10391,mafia
240,10909,lawyer
240,14632,suburb
240,155538,sicilian mafia
240,156024,corrupt politician
240,162810,macabre
240,208611,1950s
240,252123,new year
240,312898,violence
240,362041,réveillon
278861,818,based on novel or book
1444606,187056,woman director
10681,3700,garbage
10681,4565,dystopia
10681,3801,space travel
10681,11239,distant future
10681,9957,loneliness
10681,14544,robot
10681,179430,aftercreditsstinger
10681,179431,duringcreditsstinger
10681,324429,romantic
10681,357496,dystopian sci-fi
812583,703,detective
812583,5340,investigation
812583,9663,sequel
812583,9826,murder
812583,12570,whodunit
812583,207046,murder mystery
812583,291354,upstate new york
157858,156764,pre-code
939243,305,moon
939243,9663,sequel
939243,41645,based on video game
939243,157701,psychotic
939243,163129,dual role
939243,179430,aftercreditsstinger
939243,179431,duringcreditsstinger
939243,208927,hedgehog
939243,209220,live action and animation
939243,239797,complex
939243,245358,grandfather grandson relationship
939243,258197,animal human friendship
939243,269710,anthropomorphic animal
366929,191415,special feature
366929,263548,short film
424,1382,factory
424,1701,hero
424,2652,nazi
424,1631,concentration camp
424,1799,ss (nazi schutzstaffel)
424,1739,holocaust (shoah)
424,1956,world war ii
424,2394,ghetto
424,2433,jew persecution
424,2446,"kraków, poland"
424,3599,defense industry
424,2450,auschwitz-birkenau concentration camp
424,5565,biography
424,9672,based on true story
424,2456,industrialist
424,12995,historical fiction
424,12999,black and white
424,13008,train
424,15060,period drama
424,21747,poland
424,156075,evil
424,192772,historical drama
424,234812,weapons manufacturer
424,325799,disheartening
424,343969,nazi train
