movie_id,review_id,author,rating,content,created_at,updated_at
680493,697b95dea8c024bc53a08e55,CinemaSerf,5.0,"Ok, so I don’t remember going to “Silent Hill” first time around (in 2006), but after this I am certain I will never go again. At least Christopher Gans had enough wits about him to cast someone easy on the eye in the lead, but even the ashen-looking Jeremy Irvine couldn’t breathe any life into this. He’s “James” who meets up with “Mary” (Hannah Emily Anderson) after he managed to hit her luggage with his car. Thereafter they flirt, court, move in together, split up - but as far as this plot is concerned, in no coherent order and only delivered to us by way of flashback. It’s only as he returns to find her again he discovers the town is now the victim of what looks like a nearby meteor strike and the place devoid of all but some curious humanoid creatures that definitely mean him harm. Can he put the pieces of this emotionally confused jigsaw together? Do we care? If this were just to have been a monster film with Irvine in a semi-psychotic fight for survival, then perhaps it might have worked better. It isn’t. The timelines are all over the place; characters appear and the disappear seemingly quite randomly and the psychological impact of the story is so compromised as to render this little better than a mess that looks every inch an incremental video game put onto a big screen. Some of the creativity behind the visual effects is to be commended but the story is completely lacking in either characterisation or substance. It will kill some time on the telly in October, maybe, but otherwise this has little to recommend it to anyone.",2026-01-29T17:16:14.261Z,2026-01-29T17:16:14.339Z
680493,69a3208f851f892ff2c17395,Dean,5.0,"I watched original Silent Hill and it was a great movie. I have also played Silent Hill 2 which was a great game as well in its genre and now I watched this movie too. Well, what can I say about this movie... One thing they did well is resemblance to the game. It looks very similar and they did good job mimicking it, but they also made some story changes in movie, however the problem with this movie is that, when you're playing a game, you're into action and it's scary and it's interesting, but when you watch it like a movie, it's boring, because you're not action and for the movie to be great, it needs interesting story and that's why this movie didn't turn out great. It felt cheap to be honest. I don't know what exactly gave me this feeling, but that's how I felt about it. Maybe CGI, maybe lack of cast (it was just a few actors in total involved in this movie). So, I'm giving this movie 5/10, which means isn't not bad, but it's not good either, it's somewhere in between.",2026-02-28T17:06:23.905Z,2026-02-28T17:06:23.940Z
680493,69a66251a56e75205c159ff0,jackmeat,,"My quick rating - 4.9/10. Another Bloody Disgusting logo to begin with, so you never quite know what you're going to get. Sometimes that logo means ""grab the popcorn,"" and other times it means ""grab your phone"". Return to Silent Hill lands somewhere in between.

His disjointed memories and guilt bring painter James Sunderland (Jeremy Irvine) to Room 318 after a handwritten letter from his lost love, Mary Crane (Hannah Emily Anderson) is slid under his door. Seeking closure, he heads to their special place in Silent Hill, now a desolate shell of a town that apparently no real estate agent dared visit in about twenty years. The more James searches for Mary, the more his grief warps the world into a psychological horror show, complete with shifting dimensions and monsters. The more James seeks his lost love, the more it seems to be a setup.

Visually, the film gets a lot right. The grim, darker contrasts of Silent Hill work nicely against the more colorful flashbacks, and the production design leans heavily into the series’ signature oppressive atmosphere. The backgrounds often look downright trippy, and the creatures are genuinely unsettling in that classic Silent Hill way, like someone turned therapy notes into practical effects. I recently fired up Silent Hill 2 in VR and could immediately tell this follows the same story path, though I only played briefly, so I won’t be diving into the endless debate about what the film changed or left out. I’m sure the hardcore fans are already handling that across the internet with surgical precision.

Laura, played by Evie Templeton, is easily the standout. She is wonderfully creepy and unpredictable, and injects some much-needed personality into a film where most of the characters feel like background NPCs waiting for their dialogue prompt. That isn't a knock on Anderson at all, since she has her hands full with multiple characters in this flick and juggles them quite well.

Oddly enough, this reminded me more of Silent Hill: Revelation than the original Silent Hill film. It never wraps up a complete movie, and the plot often feels paper-thin despite some heavy psychological themes. The atmosphere and scenery do most of the hard work, while the story struggles to find a direction. You can see where the film wants to explore trauma and guilt, but the pieces never fit together into a complete picture.

Director Christophe Gans returns after gracing us with the first Silent Hill, but this time he doesn’t quite recapture the same magic. Visually, he’s still on target, but the storytelling feels incomplete, like a puzzle missing just enough pieces to be tossed in the trash.

Then again, if you’ve ever played a Silent Hill game or watched the previous films, this may all feel strangely familiar. Great mood, deliberate pacing, and a journey that never quite clarifies its destination. It isn’t awful. Just another haunting trip through Silent Hill that looks the part but never fully finds its soul.",2026-03-03T04:23:45.502Z,2026-03-03T17:13:55.578Z
1236153,697361a1c29174e95baee0e8,Brent Marchant,6.0,"Sometimes even the most ardent cinephiles need to take a break from serious movie watching with a big, dopey action-adventure thriller that has about as much meaningful substance as a supersized bucket of over-buttered popcorn has in nutritional value. And that hankering is nicely satisfied here by the latest release from director Timur Bekmambetov, a guilty pleasure offering that plays like an AI-driven knock-off of “Minority Report” (2002) set in a crime-ridden version of Los Angeles of the near future. To counter a spike in acts of violence, the City of Angels has established a new judicial system known as the Mercy Court, a legal forum in which artificial intelligence jurists conduct proceedings based on the principle of swift justice, playing the often-maligned (but, here, warmly welcomed) combined roles of judge, jury and executioner. Defendants have 90 minutes to overcome the de facto presumption of their guilt (a reversal of the time-honored precept of innocent until proven guilty), a failure at which can readily result in the immediate administration of a death sentence. During their trials, defendants have unfettered access to a wealth of computer-based legal resources and wide-ranging surveillance records to prove their innocence, but judges take a hard-line “just the facts” approach to their analyses and rulings, leaving little room for legal latitude. And, with the clock ticking, any attempts at making one’s case must, of necessity, proceed quickly. In this story, the veracity of the system gets put to the test in a big way when Det. Chris Raven (Chris Pratt), a strong proponent who pushed for the adoption of the Mercy Court, is tried for the grisly murder of his wife, Nicole (Annabelle Wallis), a crime that he insists he didn’t commit but that he also can’t remember. The presiding jurist in his case, Judge Maddox (Rebecca Ferguson), perfunctorily carries out her duties in line with the rigid limitations of her programming, an approach that leaves the often-frustrated officer grasping at straws to prove his innocence as his time quickly runs out. The result is the unfolding of a complicated scenario peppered with blind alleys, misdirections and surprise revelations, some of which admittedly may seem wholly implausible and suitably over the top. But, then, this is also the kind of thriller that inherently calls on viewers to suspend logic as the wild and woolly plot plays out, one that features its share of rapid-fire action and some of the best vehicular chase scenes since “Speed” (1994). Granted, “Mercy” is far from groundbreaking cinema, and one shouldn’t expect that upon entering the theater. Nevertheless, it’s a fun, mindless midwinter thrill ride that throws in another cautionary tale about the perils of questionable technology and an out-of-control police state to provide a dash of contemporary relevance. In any event, when it comes to this one, set your sights low and don’t take it too seriously, but, by all means, have a good time and enjoy the ride.",2026-01-23T11:55:13.939Z,2026-01-23T11:55:13.969Z
1236153,6975f1620f150cbbc8088896,CinemaSerf,6.0,"When detective “Raven” (Chris Pratt) wakes up, he’s shocked to find himself strapped to a chair and somewhat hungover. All he has for company is the rather assertive image of “Judge Maddox” (Rebecca Ferguson) on a screen before him telling him that he has been arraigned on a charge of murdering his wife (Annabelle Wallis) and is now subject to the automated “Mercy” justice system. This involves AI evaluating multiple sources of information and working out the probability that he committed the crime. His rate is up around the 97% mark and so it is looking like he is toast. Of course he denies the crime, and so he is given ninety minutes to review all the evidence, footage and interviews and to carry out some questioning of his own to try to prove that he is innocent. What now ensues sees him backtrack over a weekend where we discover some home truths about this policeman and he discovers some about himself, his marriage and his best friend. I recently watched “Incident” (2023), a real-time documentary that illustrates just how much of our lives are truly being filmed and recorded. Add to that, this fictional but not entirely improbable society that legally obliges us all to sign up our devices and social media accounts to a cloud that leaves nothing private or beyond the reach of the authorities, and we have something of the Orwellian about this plot. That’s the premise, and for a while our captive Pratt and his electronic judge/jury and juicer make for quite a compelling critique on just where things might be going if we don’t stop relying on the internet for everything we do. Sadly, though, once the story is teed up for us, the batteries run out fairly quickly and this descends into a fairly formulaic drama that we’ve all seen loads of times before, before a denouement that hadn’t any of the courage of it’s earlier, much more menacing, convictions. It’s a perfectly watchable, wordy, television thriller, but I left the cinema feeling really quite underwhelmed.",2026-01-25T10:33:06.224Z,2026-01-25T10:33:06.283Z
1236153,6981013e571c12d0b4382ad7,Manuel São Bento,4.0,"Full review: https://movieswetextedabout.com/mercy-movie-review-chris-pratt-and-rebecca-fergusons-talent-cant-save-a-careless-execution-of-a-fascinating-premise/

Rating: C-

""Mercy is an experience that sits between a fascinating premise and a careless execution, presenting a scenario of algorithmic justice that gets lost in narrative contradictions and plot conveniences. Although the performances of Chris Pratt and Rebecca Ferguson offer some stability, and the tension levels are maintained by an effective score and competent visual effects, the movie fails to deepen the ethical implications of total surveillance and technological inequality. It leaves behind a somewhat confusing reminder that no matter how much we try to automate the truth, justice without the context of human fragility is just a line of code devoid of a soul.""",2026-02-02T19:55:42.081Z,2026-02-02T19:55:42.115Z
1236153,6997c3cf15ddabfd77c99426,Enes,5.0,"The cast is good, but the AI ​​thing is a bit annoying. Overall, it's a film that takes place in a single location. The guy uses all the AI's capabilities to avoid being judged, and he's the one who created the AI. Still, I got bored after a while. I like science fiction. This film is neither bad nor very good; I'd give it a 5 out of 10. To be honest, I didn't like it very much.",2026-02-20T02:15:43.617Z,2026-02-20T02:15:43.626Z
1236153,6999d3567f1ea85e026a311c,Kashifzia,9.0,"**An** **Absolute Overdose of Suspense: When AI Starts Thinking Like Us**

**""Mercy (2026)""**is a masterpiece of modern suspense. If you are looking for a thriller that keeps you on the edge of your seat while making you question the future of technology, this is it.

**The Human-AI Connection:**
The core of this movie is the unique bond between AI and humans. It brilliantly shows that it's not just humans who fail; even an advanced AI can make mistakes and, more importantly, learn from them. The way the AI starts to process emotions and think like a human is both fascinating and terrifying.

**The Mind-Bending Twists (Spoilers):**
The plot is a total adrenaline rush. Just when you think you've figured out the murder, the movie hits you with a massive twist: the goal wasn't just a simple killing, but the destruction of the **'Mercy'** AI system itself.

The most heartbreaking part was the reveal about Chris’s brother. His death was completely unnecessary and happened only because Inspector Jaq threw away the mobile phone. She sacrificed a human life just to keep the Mercy system running and **""perfect.""** It’s a chilling reminder that humans can be more cold-hearted than machines.

**Visuals & Realism:**
The visuals are stunning and feel incredibly fresh. Setting the timeline in 2029 makes the story feel very realistic and grounded, especially with how fast AI is evolving in our real world today. The story is unique, and the pacing is perfect.

**Final Thoughts:**
I give this a 90 Scores . It’s an amazing, entertaining, and thought-provoking film. It’s not just a movie; it’s a look into a future that might be closer than we think. Highly recommended!",2026-02-21T15:46:30.232Z,2026-02-23T15:40:54.968Z
840464,69641f439db2570eeb90d22e,Manuel São Bento,6.0,"Full review: https://movieswetextedabout.com/greenland-2-migration-movie-review-gerard-butler-shines-in-a-superior-sequel/

Rating: B-

""Greenland 2: Migration is the first surprise of the year, standing out as a remarkable evolution of the original by swapping repetitive melodrama for a more tactical and emotionally engaging survival narrative. While not free of visual hiccups or script conveniences, the sequel compensates with robust performances and direction that knows how to value the scale of desolation. It’s an immersive experience that proves that even when the world ends, there’s still room to find new paths amidst the rubble, as long as we’re willing to walk forward instead of constantly checking the rearview mirror.""",2026-01-11T22:08:03.193Z,2026-01-11T22:08:03.222Z
840464,69648a0d8d99f86732dc4945,MovieGuys,6.0,"There's no keeping a good disaster movie down, with ""Greenland 2"" rounding out a family tale of survival, against the odds. 

Whilst the second outing wont win any awards, there's enough on offer here by way of over the top action, thrills and a compellingly heartfelt, back story, to make this film an entertaining watch.

In summary, formulaic, action packed and entertaining. Worth a look.",2026-01-12T05:43:41.473Z,2026-01-12T05:44:05.153Z
1088434,69981d92a52d9159d3666705,mblom,5.0,"*spoilers*
You sometimes have movies that are a bit predictable. At some point you can tell how the movie will end. If you've ever seen any episode of the A-Team, you recognize the plot here and can predict pretty much everything. A small town, where the town folk are bullied by a wealthy man with his goons. Hundreds of bullets fired, no one hit (except for the one shot that matters from the protagonist). The one thing that was really missing was where the A-Team would enter a shed filled with empty paint cans and a welding machine and come out with an improvised tank. In Hellfire, however, people do get killed. Other than that, it's just a long A-Team episode. Without Face, Murdock, B.A. and Hannibal :'-(",2026-02-20T08:38:42.192Z,2026-02-20T14:16:32.779Z
1327819,69a47230afcb2d5c72e2b93b,RealZero,9.0,"I REALLY liked this movie, the best Pixar movie in years for me. To be fair, maybe that's just because of me being an environmentalist myself, but hey, in the end, reviews here are supposed to be subjective, I guess!

Mabel, the main character, is a lovely main character. An environmentalist since childhood, depicted by her actions of demonstrating, collecting signatures, blocking building sites and even being carried away by police.
And while all of this is depicted in a ""funny"", child-friendly way, it does actually do a nice job of displaying her doing all the things an environmentalist encounters.

She's friendly, dedicated and...no, that one in a bit.

First: Visually, the movie is, as one is used from Pixar, beautiful. Lovely hairs and fur, beautiful water and DAMN, clothes, single strands of fabric, it's SO beautiful and detailed! Everything that is not a character is SO detailed and visually impressive!

Not to say the characters don't look nice, though. The humans are fine, the animals are lovely and cuddly, and, in case that's a thing that matters for you, it's NOT a movie to use the infamous ""bean mouth"" design. (I think)

Many jokes are quick and funny, the trailers showed the humor quite well as a reference to what to expect.

The messages are what you'd expect: humans destroying animal's home in their greed and ignorance, how nature as a whole is one big thing, including humans, and that everyone should do their part.

And here are the two things that make the movie really important and lovely for me personally:
The thing that we're all part of something bigger, something we're in together, all creatures, is an important part of my life. It's why I love the message of ""Sisi Ni Sawa"" (We are the same) in ""Lion Guard"" so much. To see humans not as a single thing, but as the part we are with all other creatures.

And in addition, and that's the other part of Mabel that is depicted nicely, but I still wish had gotten more time: The constant feeling of sadness and anger that you get thinking that you are the only one that cares about something that is SO important to you.
And that's really why I love her, because she's SO relatable to me as environmentalist and vegan.

The music in the movie is also really nice, and really the only downside I can see is: I wish it was half an hour or so longer. More time to depict Mabel's feeling of being alone and misunderstood, more time to show how humans forcefully change nature and of course a bit more time for the hilarious chase scene.

So, yeah. I wish the movie did more of what it does, because it does it so well.
I really enjoyed the movie and I wish its message, as peaceful as it was (sadly?) transported, would stick with anyone longer than the cinema visit.

I recommend this. And greetings to my fellow environmentalists! You're not alone, just like Mabel isn't! ❤️",2026-03-01T17:06:56.919Z,2026-03-01T17:06:56.927Z
1327819,69aadfe068d621553a1519e7,CinemaSerf,7.0,"The town’s mayor wants to built a beltway around his city, and it’s almost complete. The only missing segment is over a lake that has been dammed by some now absent beavers. “Mabel” is determined to thwart the constructors, but with all the animal life having seemingly relocated to pastures/ponds new there seems little she can do to stop their dynamiting. Then she learns that if she can reintroduce some wild critters to the waters, then it will be saved. How, though? Well one evening she espies one but it doesn’t like the look of the new surroundings and moves on. She follows it and after a bit of subterfuge, finds herself in a secret laboratory where her college teacher has perfected a scientific technique to link human brains to robotic bodies and so recreate animal. “Mabel” is not to be stopped on her quest, and so promptly finds herself with a new fur coat and introduced to the mammal king “George” who now hosts all the displaced from the motorway. She knows that she must get him and his fellow monarchs from above and below the water to ally if she is to have any chance of restoring the equilibrium of nature. what chance she can rally them all to defeat the bulldozers, though? The environmental message is all pretty blunt, but it is delivered in an amiable fashion with some fun (and puns) from the writing, a lovely scene depicting regal succession in the insect world and even a flying shark as we are gently reminded that humanity is but one of the creatures that lives on our Earth. This also manages to stay clear of sentimentality - not always so easy when the plot is all about all things furry, feathery or fishy, and it’s also refreshing in it’s targeting of the civic administration as the “baddie” here, rather than just opting for those pesky and evil corporate types. It’s reminding us that as usual, it is our own convenience that usually drives projects that destroy and/or pollute the natural resources we all need to survive. The animation is all fairly standard, but it is of an high standard and this has enough for the grown-ups amongst us to keep it worth a watch.",2026-03-06T14:08:32.543Z,2026-03-06T14:08:32.659Z
1159559,699f56fc4f634924d9f2009b,Manuel São Bento,3.0,"Full review: https://movieswetextedabout.com/scream-7-movie-review-the-disheartening-reality-of-a-sagas-first-true-failure/

Rating: D+

""Scream 7 reveals itself as a disappointing sequel in a saga that has never failed so evidently, demonstrating a glaring creative exhaustion. It’s an exercise in nostalgia that, by trying to criticize the dependency on the past through AI, ends up becoming a victim of its own lack of vision and originality. When the mask falls and the motives are revealed, what remains is only the image of a franchise that seems to be fighting against its own obsolescence without knowing how to truly reinvent itself. Without its ability to satirize the real world and shock through genuine creativity, this seventh chapter gets lost in its own references, forgetting that for a story to stay alive, it’s not enough to just replicate the echoes of what came before.""",2026-02-25T20:09:32.890Z,2026-02-25T20:09:32.924Z
1159559,69a12d264cefcd7244cf9e59,JPV852,3.0,"By far the worst in the series and shockingly lazy, though I guess some of the kills were at least okay. But everything else was trash, I get that Neve Campbell and Courtney Cox (both served as executive producers) were there for the paycheck, and that's fine but you can see it on screen. Also, the inclusion of Mindy and Chad was utterly pointless and they looked like they didn't want to be there (wondering if they were contractually obligated); they weren't all that great characters to begin with and added absolutely nothing to the movie.

For her part Isabel May was fine as Sidney's daughter and Joel McHale had some okay I guess but, and this goes to the laziness, it was obvious they made basically no changes to the script when Patrick Dempsey (wisely) turned the role down.

But perhaps the most shocking thing is how bad the script was. Sure, Kevin Williamson was never an amazing writer save for the 1996 original Scream, but I thought the dialogue was so bad and the ultimate reveal was so dumb, with one being patently obvious and the other just laughable especially with the reveal of the haphazard motives.

Before this, it was a tie between Scream 3 and Scream 6 of the worst in the series, but this one puts both to shame. No amount of nostalgia could save this. I have absolutely zero desire to see it again and hope they just let the franchise die. **1.75/5**",2026-02-27T05:35:34.241Z,2026-02-27T05:35:34.274Z
1159559,69a65c50348df68f5197db0e,GenerationofSwine,10.0,"Yeah, yeah, yeah, you're supposed to hate this because the left is boycotting it for.... reasons that make no real sense, but that's sort of the drill isn't it?  If it ain't woke, review bomb it.

And, to some extent the hate is a bit justified, it's not much better than Scream 3, but it's not as bad as Scream VI which, let's be honest, was yet another political lecture pretending to be entertainment.  And that lack of politics in 7, that is probably the cause of the hate and the boycott.

And it being about as good as Scream 3, well, when Scream 3 came out it SUCKED.  But it's 2026, and in 2026 a movie like that is actually pretty pretty good in comparison to the absolute preachy lecturing gutter trash that has been nearly every movie for the past decade in a half.

So what do you get?  A pretty basic by the numbers horror movie with a twist you see coming like most every other pretty basic by the numbers horror movie.  But you just get a horror movie, and it's just made to entertain.  And in the era of politically partisan shreiking in absolutely everything, that is sort of a breath of fresh air.",2026-03-03T03:58:08.652Z,2026-03-03T03:58:08.668Z
1159559,69a69b09e005de48048dd194,FinixFighter,5.5,"Too splatter in my opinion. The suspense level is quite good but the ending has been quite disappointing to me.
It could have been much better.",2026-03-03T08:25:45.448Z,2026-03-03T08:25:45.456Z
1159559,69aaf8ce0fe4ac744aa58e52,CinemaSerf,6.0,"I had very low expectations for this, so maybe that’s why at times I was surprised to find it was quite good. Scary? Well no, not really, and of course “Ghostface” has all the nimble dexterity and immortality features of a baddie from a “Scooby Do” cartoon so you can guess that there are at least two of them operating in cahoots. Given that was all going to be pre-programmed from the start, I thought Kevin Williamson did just a little better than anticipated with this. The new target for our Munchian terror is “Tatum” (Isabel May), the teenage daughter of the now battle-hardened “Sidney” (Neve Campbell) and her police chief husband “Mark” (Joel McHale). “Sidney” gets a series of threatening video calls from “Stu Macher” (Matthew Lillard) promising vengeance on her and her family. Isn’t he meant to be dead? Well regardless, soon the body count is starting to mount up and nobody knows just who they can trust. From here on in the wheels don’t so much come off as follow an increasingly preposterous plot line that once again reminds me that if you are the boy(friend) in any of these movies, then you have no more chance of survival than the men in the red shirts did in an edition of “Star Trek”. “Gale” (Courtney Cox) shows up to offer an helping hand and some luring airtime, but adds little as we head to a denouement that is based on the least likely candidate from the few left standing as the entire town smoulders in it’s own wreckage. These films deliver what they say on the can, and if you approach this in the spirit of been there and seen that, then this is no worse than the average production-line horror enterprises that Blumhouse churn out each month and I think you can safely assume that there will be a “Scream Ate”.",2026-03-06T15:54:54.501Z,2026-03-06T15:55:57.111Z
1084242,69277274222e5a1e2e3716b3,Manuel São Bento,8.0,"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/zootopia-2-movie-review-disney-proves-it-can-still-make-sequels-with-soul-and-purpose/

Rating: A-

""Zootopia 2 asserts itself as a worthy and even necessary sequel, overcoming the natural loss of the novelty factor with a narrative that dares to dig deeper into the imperfect foundations of its utopia.

Although the mystery doesn't reach the suspenseful peaks of its predecessor, the film makes up for it with dazzling visual evolution, a voice cast in a state of grace, and a mature exploration of the partnership between Judy and Nick. It's a movie that entertains as much as it provokes thought, refusing to offer easy answers to complex problems like historical erasure and social exclusion.

More than just a simple animated adventure, this is a story about the responsibility to remember and correct, inspiring us to believe that building a better world requires the courage to look back so we can, finally, move forward together.""",2025-11-26T21:34:44.098Z,2025-11-26T21:34:44.174Z
