movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
53457,Sarah's Key,Elle s'appelait Sarah,fr,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",Uncover the mystery.,Released,18|10752,Drama|War,FR,2.6575,2010-09-16,111,10000000,17511906,7.28,713,tt1668200
8841,The Class,Entre les murs,fr,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,The greatest lessons are learnt when life enters the classroom.,Released,18,Drama,FR,1.4325,2008-09-24,128,0,28814580,7.0,714,tt1068646
245842,The King's Daughter,The King's Daughter,en,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",What on Earth can hold more power than a king?,Released,14|12|10751,Fantasy|Adventure|Family,AU|CN|FR|HK|GB|US,2.7646,2022-01-21,94,40500000,2200000,7.0,713,tt2328678
809140,Father Stu,Father Stu,en,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",God wanted a fighter… and He found one.,Released,18,Drama,US,3.3585,2022-04-13,124,4000000,21591034,7.152,712,tt14439896
176241,Prison Break: The Final Break,Prison Break: The Final Break,en,"Michael and Sara wed, but the happiness is short-lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out the increasingly vulnerable target.",Prepare yourself for the truth.,Released,28|18|53,Action|Drama|Thriller,US,3.8909,2009-09-10,89,0,0,7.5,713,tt1131748
9318,Asterix in Britain,Astérix chez les Bretons,fr,"One little ancient British village still holds out against the Roman invaders. Asterix and Obelix are invited to help. They must face fog, rain, warm beer and boiled boar with mint sauce, but they soon have Governor Encyclopaedius Britannicus's Romans declining and falling. Until a wild race for a barrel of magic potion lands them in the drink.",,Released,10751|16|12|35,Family|Animation|Adventure|Comedy,DK|FR,1.3318,1986-12-03,79,0,0,6.8,712,tt0090667
3766,The Lady from Shanghai,The Lady from Shanghai,en,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,I told you... you know nothing about wickedness,Released,9648|80|53|18,Mystery|Crime|Thriller|Drama,US,1.7688,1947-12-24,87,2300000,1564609,7.3,712,tt0040525
1083433,I Know What You Did Last Summer,I Know What You Did Last Summer,en,"When five friends inadvertently cause a deadly car accident, they cover up their involvement and make a pact to keep it a secret rather than face the consequences. A year later, their past comes back to haunt them and they're forced to confront a horrifying truth: someone knows what they did last summer…and is hell-bent on revenge.",You get the ending you deserve.,Released,27|53|9648,Horror|Thriller|Mystery,US|AU,7.0494,2025-07-16,111,18000000,64808120,5.7,712,tt4045450
583268,"Someone, Somewhere",Deux moi,fr,"Rémy and Mélanie live next door to each other in Paris but have never met. The two thirty-year-old Parisians search for connections online, but never have much success. Falling deeper into loneliness and depression, both decide to start attending regular therapy. With the help of their therapists, they uncover the real roots of their issues, and find that the connection they were both searching for is much closer than they thought.",,Released,18|10749|35,Drama|Romance|Comedy,BE|FR,1.4159,2019-09-11,110,0,0,6.4,711,tt10407272
530254,The Witch: Part 1. The Subversion,마녀,ko,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",Everything changed after they appeared.,Released,28|9648|878,Action|Mystery|Science Fiction,HK|KR,6.1813,2018-06-27,126,5500000,24340302,7.9,710,tt8574252
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny",en,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",The past returns with a vengeance.,Released,28|12|18,Action|Adventure|Drama,CN,3.2488,2016-02-18,103,20000000,38659039,6.157,711,tt2652118
334538,Into the Forest,Into the Forest,en,"In the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. Informed only by rumor, they fight intruders, disease, loneliness & starvation.",Hope is power,Released,18|878,Drama|Science Fiction,CA,2.3955,2016-06-03,101,0,9995,5.814,711,tt2625810
25643,Love Happens,Love Happens,en,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",Sometimes when you least expect it...,Released,18|10749,Drama|Romance,US,1.8435,2009-09-18,109,18000000,36100000,5.8,711,tt0899106
10876,Quills,Quills,en,"In early 19th-century France, the Marquis de Sade is confined to an asylum where his forbidden writings continue to circulate beyond its walls. As the authorities tighten control, a clash unfolds between the Marquis’ unyielding imagination, the reformist ideals of the Abbé in charge, and the repressive measures of a doctor sent to silence him. Desire, power, and censorship collide in a battle over freedom of expression.",Meet the Marquis de Sade. The pleasure is all his.,Released,18,Drama,DE|GB|US,3.2427,2000-11-22,124,13500000,17989227,7.1,711,tt0180073
44249,The Legend Is Born: Ip Man,葉問前傳,cn,"The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun.",,Released,18|28|36,Drama|Action|History,HK,0.4366,2010-06-24,100,0,2708867,6.9,711,tt1641638
13550,The Changeling,The Changeling,en,"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.",Whatever you do… Don't go into the attic,Released,27,Horror,CA,2.577,1980-03-28,105,7600000,12000000,7.0,710,tt0080516
97614,Deadfall,Deadfall,en,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",You can't escape your past.,Released,80|18|53,Crime|Drama|Thriller,FR|US,2.0398,2012-11-08,95,12000000,1900000,6.0,711,tt1667310
199534,Wolf Creek 2,Wolf Creek 2,en,"Lured by the promise of an Australian holiday, backpackers Rutger, Katarina and Paul visit the notorious Wolf Creek Crater.  Their dream Outback adventure soon becomes a horrific reality when they encounter the site's most infamous local, the last man any traveller to the region ever wants to meet—Mick Taylor.  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland.",The outback can be crazy this time of year.,Released,27|53,Horror|Thriller,AU,2.0502,2013-08-30,106,8000000,9630444,6.4,711,tt2004432
56903,Three Steps Over Heaven,Tre metri sopra il cielo,it,A bad boy and a socialite girl hook-up.,,Released,18|10749,Drama|Romance,IT,1.6748,2004-03-12,101,3040046,0,5.8,710,tt0388483
56715,Just Visiting,Just Visiting,en,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors).","They're not just from another time, they're from France.",Released,35|14|878,Comedy|Fantasy|Science Fiction,FR|US,2.2083,2001-04-06,88,35000000,16200000,4.8,710,tt0189192
73499,The Double,The Double,en,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",Keep your enemies close,Released,28|18|80,Action|Drama|Crime,US,1.9761,2011-10-27,98,17000000,4729855,5.8,711,tt1646980
9592,Open Water 2: Adrift,Open Water 2: Adrift,en,A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends when they get stuck in the water many miles from shore and a happy reunion turns into a fight for survival.,Fatigue. Hypothermia. Death.,Released,18|27|53,Drama|Horror|Thriller,DE,1.4374,2006-07-10,94,1200000,6816129,5.5,711,tt0470055
58428,The Innkeepers,The Innkeepers,en,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",Some guests never checked out.,Released,27|53,Horror|Thriller,US,1.3529,2011-08-18,101,750000,78396,5.4,709,tt1594562
1110358,Yannick,Yannick,fr,"In the middle of a performance of the play ""Le Cocu"", a bad boulevard comedy at a Parisian theatre, Yannick gets up and interrupts the show to take the evening back in hand.",,Released,35|18|53,Comedy|Drama|Thriller,FR,2.3367,2023-08-02,67,0,3500000,7.046,709,tt28236368
144789,I'm So Excited!,Los amantes pasajeros,es,"Something has gone wrong with the landing gear of a plane en route from Madrid to Mexico City. The group of eccentric travelers on the flight, defenseless in the face of danger, indulge in colourful confessionals, while the outlandish crew attempts to find ways to entertain them.",,Released,35,Comedy,ES,1.4682,2013-03-08,90,5000000,11724119,5.7,710,tt2243389
44251,Dragon Ball Z: Broly - Second Coming,ドラゴンボールＺ 危険なふたり！超戦士はねむれない,ja,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",,Released,16|28|878,Animation|Action|Science Fiction,JP,4.3038,1994-03-12,48,0,21916093,6.8,709,tt0142239
227700,Anna,Anna,en,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",Don't let her in.,Released,53|18,Thriller|Drama,CA|FR|ES|GB|US,2.774,2013-10-13,99,4357373,1200000,6.487,709,tt1715336
