movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
13166,Freddy Got Fingered,Freddy Got Fingered,en,"Unemployed cartoonist Gord Brody moves back in with his parents Jim and Julie and younger brother Freddy. When his parents demand he leave, he retaliates by spreading rumors that Jim is sexually abusing Freddy.",This time you can't change the channel.,Released,35,Comedy,CH|US,1.9561,2001-04-20,87,14000000,14343028,4.7,478,tt0240515
970450,Werewolves,Werewolves,en,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",They will hunt you.,Released,28|27|53|878,Action|Horror|Thriller|Science Fiction,US|PR,4.3305,2024-12-04,93,0,1052998,5.8,476,tt15041836
581577,Persian Lessons,Persian Lessons,de,"Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.",,Released,10752|18,War|Drama,RU|DE|BY,2.3537,2020-04-17,127,0,3825668,7.5,476,tt9738784
253310,Premature,Premature,en,"On the most important day of his young life, a high school senior is forced to relive his failed attempt at losing his virginity over and over again, until he gets it right.",,Released,35,Comedy,US,2.4193,2014-07-02,93,0,0,5.466,476,tt2182256
336011,White Girl,White Girl,en,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",,Released,18,Drama,US,2.8757,2016-09-02,88,700000,200242,5.7,476,tt4129870
28089,The Messenger,The Messenger,en,"Will Montgomery, a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone, to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson, to whom he has delivered news of her husband’s death.",The Scars of War Will Last Forever.,Released,18|10749,Drama|Romance,US,2.5193,2009-11-13,113,6500000,1595417,6.8,476,tt0790712
610120,Anima,Anima,en,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",A one-reeler film by Paul Thomas Anderson,Released,10402,Music,US,1.319,2019-06-26,15,0,0,7.3,475,tt10516984
22051,Adam,Adam,en,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",A story about two strangers. One a little stranger than the other...,Released,18|10749,Drama|Romance,US,1.7734,2009-07-07,99,0,3037173,6.8,475,tt1185836
43629,Doodlebug,Doodlebug,en,There's something in his apartment. A man looking for an insect-like thing devolves into a bout of insanity as his subconscious mind begins to strangle his waking one.,,Released,27,Horror,GB,2.1488,1997-01-01,3,0,0,6.5,476,tt0411302
203101,High School of the Dead: Drifters of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,ja,"In their efforts to find a safe haven from the zombie apocalypse, the gang find themselves on a deserted island. Now, they take advantage of the momentary respite to enjoy some surf, sand and bathing suits!",,Released,35|16|12|27,Comedy|Animation|Adventure|Horror,JP,0.6542,2011-04-25,18,0,0,7.4,475,tt5799076
976734,Canary Black,Canary Black,en,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",This mission is personal.,Released,28|53|80,Action|Thriller|Crime,GB|US,3.1249,2024-10-10,103,0,525704,6.2,476,tt20048582
38961,Tamara Drewe,Tamara Drewe,en,"A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.","A comedy about sex, love and a nose job...",Released,35|10749,Comedy|Romance,GB,1.6795,2010-07-14,111,0,12037973,5.9,475,tt1486190
254578,Phoenix,Phoenix,de,"German-Jewish cabaret singer Nelly survived Auschwitz but had to undergo reconstructive surgery as her face was disfigured. Without recognizing Nelly, her former husband Johnny asks her to help him claim his wife’s inheritance. To see if he betrayed her, she agrees, becoming her own doppelganger.","A Gripping Noirish Study of Treachery, Identity and Survival.",Released,18,Drama,DE,1.5818,2014-09-25,98,0,3184472,6.8,475,tt2764784
39356,Boy,Boy,en,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",Welcome to my interesting world.,Released,18|35,Drama|Comedy,NZ,1.7656,2010-03-25,88,0,9116968,7.3,476,tt1560139
473149,Traffik,Traffik,en,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",Refuse to be a victim,Released,53|28,Thriller|Action,US,2.7719,2018-04-20,96,4000000,5132274,6.1,475,tt5670152
485894,Naples in Veils,Napoli velata,it,"In a Naples suspended between magic and superstition, madness and rationality, a mystery envelops the existence of Adriana, overwhelmed by a sudden love and a violent crime.",,Released,53,Thriller,IT,1.7025,2017-12-28,113,0,7197082,6.2,475,tt6892206
33997,Desert Flower,Desert Flower,en,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",The extraordinary true story of the woman who crossed the desert and changed the world.,Released,18,Drama,AT|DE|FR,2.0125,2009-09-24,120,0,14682943,7.6,474,tt1054580
21159,The Last Man on Earth,The Last Man on Earth,en,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",Do you dare imagine what it would be like to be...The last man on earth...Or the last woman.,Released,878|27,Science Fiction|Horror,US|IT,2.2163,1964-05-06,87,300000,0,6.6,476,tt0058700
10617,Once Upon a Time in China,黃飛鴻,cn,"In late 19th-century Canton, legendary hero Wong Fei-Hung battles foreign forces' (English, French and American) plundering of China. When Aunt Yee returns from America totally westernised, Wong assumes the role of protector. This proves difficult when his martial arts school and local militia become involved in fierce battles with foreign and local governments. As violence escalates, even Aunt Yee has to question her new western ideals, but is it possible to fight guns with Kung Fu?",Never was a Hero needed more...,Released,28|18,Action|Drama,HK,3.728,1991-08-15,134,0,3826459,7.1,475,tt0103285
967585,Alibi.com 2,Alibi.com 2,fr,"After closing his agency Alibi.com and promising Flo that he would never lie to her again, Greg's new life became quiet, too quiet... Not for long! When he decides to propose to Flo, Greg is up against the wall and has to introduce his family. But with his crooked father and his ex-charm actress mother, this could ruin his future union. He has no choice but to reopen his agency with his former accomplices for an ultimate Alibi and to find more presentable fake parents.",,Released,35|10751,Comedy|Family,FR,2.4749,2023-01-07,88,0,34112816,6.6,474,tt20424172
48254,Ovosodo,Ovosodo,it,"From childhood to fatherhood, Piero learns things the hard way while growing up in a working-class neighborhood of Livorno.","Life... what a sweet, cruel, silly thing.",Released,35|18,Comedy|Drama,IT,3.0363,1997-09-12,100,0,0,7.208,475,tt0122648
91342,Barbie in A Mermaid Tale 2,Barbie in A Mermaid Tale 2,en,"Merliah Summers, a mermaid from Oceana, travels to Australia for a surfing competition. But when she learns that the evil Eris is planning to take over her kingdom, she must stop her at any cost.",Splash Into the Sea-quel with Barbie!,Released,16|10751,Animation|Family,CA|US,1.3473,2012-02-22,74,0,0,7.1,474,tt2197823
1001865,Scrooge: A Christmas Carol,Scrooge: A Christmas Carol,en,"On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out.",,Released,16|10751|14,Animation|Family|Fantasy,GB,2.0522,2022-11-18,97,0,0,6.8,474,tt20917338
10447,No Escape,No Escape,en,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",No guards. No walls.,Released,28|18|878|53,Action|Drama|Science Fiction|Thriller,GB|US,2.6831,1994-04-29,118,20000000,15340000,6.2,475,tt0110678
81342,Delicacy,La Délicatesse,fr,A French woman mourning over the death of her husband three years prior is courted by a Swedish co-worker.,Love can surprise you.,Released,18|35|10749,Drama|Comedy|Romance,FR,1.0324,2011-12-20,108,0,9696204,6.3,474,tt1828995
10118,Material Girls,Material Girls,en,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",It's A Short Trip From The Penthouse To The Poorhouse.,Released,35|10751|10749,Comedy|Family|Romance,US,1.4703,2006-08-18,97,15000000,11449638,5.3,475,tt0433412
458109,Spinning Man,Spinning Man,en,"Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance.","What you believe, what you know, is all how you spin it.",Released,53|9648|80,Thriller|Mystery|Crime,US|PL,1.8169,2018-04-06,100,8500000,0,5.6,474,tt5616294
524216,The Mortuary Collection,The Mortuary Collection,en,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",Every corpse has a story...,Released,14|27,Fantasy|Horror,US,1.8796,2020-09-25,108,0,107629,6.7,474,tt7781432
59421,Bedevilled,김복남 살인사건의 전말,ko,"A disillusioned Seoul woman visits a remote island to reconnect with a childhood friend, only to find her trapped in an oppressive cycle of physical, mental, and sexual abuse. As tensions escalate, the situation spirals into a harrowing tale of survival and retribution.",Nothing is more deadly than a woman seeking revenge.,Released,53|80|18|27,Thriller|Crime|Drama|Horror,KR,3.343,2010-08-19,117,700000,0,7.2,474,tt1646959
339994,The Good Neighbor,The Good Neighbor,en,Two high school filmmakers decide to create the illusion of a haunting on an unsuspecting neighbor.,You never know who's watching,Released,18|80|53|27,Drama|Crime|Thriller|Horror,US,1.5165,2016-09-16,98,0,90573,6.2,474,tt2262315
12500,American Ninja,American Ninja,en,"Joe Armstrong, an orphaned drifter with little respect for much other than martial arts, finds himself on an American Army base in The Philippines after a judge gives him a choice of enlistment or prison. On one of his first missions driving a convoy, his platoon is attacked by a group of rebels who try to steal the weapons the platoon is transporting and kidnap the base colonel's daughter.",The deadliest art of the Orient is now in the hands of an American.,Released,28|12,Action|Adventure,US,2.0668,1985-08-30,95,1000000,10499694,6.0,474,tt0088708
850018,Windfall,Windfall,en,"In an opulent vacation home, a mysterious intruder is forced to kidnap the property owners -- a wealthy CEO and his wife -- when they arrive unexpectedly.",Every kidnap is a compromise.,Released,53|80|18,Thriller|Crime|Drama,US,1.7025,2022-03-11,93,0,0,5.491,474,tt15033192
74945,War of the Buttons,La Nouvelle Guerre des boutons,fr,"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.",The French Resistance came in all shapes and sizes.,Released,12|10751,Adventure|Family,FR,0.8163,2011-09-21,100,0,15000000,6.0,474,tt1837587
21629,Stir Crazy,Stir Crazy,en,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison.",Two jailbirds who just want out of the cage.,Released,35|80,Comedy|Crime,US,2.6198,1980-12-12,111,10000000,101300000,6.5,474,tt0081562
12476,The Hidden,The Hidden,en,"When average, law-abiding citizens suddenly turn to a life of hedonistic behavior and violent crime, Detective Tom Beck is tasked with helping young FBI agent Lloyd Gallagher determine the cause.",It's only human on the outside...,Released,28|878|27,Action|Science Fiction|Horror,US,2.5649,1987-10-30,97,5000000,9747988,6.9,474,tt0093185
13934,Mater and the Ghostlight,Mater and the Ghostlight,en,"Mater, the rusty but trusty tow truck from Cars, spends a day in Radiator Springs playing scary pranks on his fellow townsfolk. That night at Flo's V8 Café, the Sheriff tells the story of the legend of the Ghostlight, and as everyone races home Mater is left alone primed for a good old-fashioned scare.",,Released,16|35|10751|27,Animation|Comedy|Family|Horror,US,1.7058,2006-07-27,7,0,0,6.3,474,tt0901686
11091,Riding in Cars with Boys,Riding in Cars with Boys,en,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.","She did everything wrong, but got everything right.",Released,18|35,Drama|Comedy,US,2.8833,2001-10-19,132,48000000,35700000,6.7,474,tt0200027
30159,I Confess,I Confess,en,"When a priest hears a murderer’s confession, he becomes bound by his vow of silence—even as circumstantial evidence turns suspicion toward him. Torn between faith and self-preservation, he faces public scandal and trial for a crime he cannot reveal the truth about.",If you knew what he knew what would you do?,Released,18|53|80,Drama|Thriller|Crime,US,2.0154,1953-02-12,95,0,0,7.1,474,tt0045897
3088,My Darling Clementine,My Darling Clementine,en,Three brothers stop off for a night in the town of Tombstone. The next morning they find one of their brothers dead and their cattle stolen. They decide to take revenge on the culprits.,"She was everything the West was - young, fiery, exciting!",Released,37|18|10749|36,Western|Drama|Romance|History,US,1.7862,1946-10-17,97,2000000,2750000,7.5,474,tt0038762
15413,Don't Tell Mom the Babysitter's Dead,Don't Tell Mom the Babysitter's Dead,en,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",No rules. No curfews. No baths. No nagging. No pulse.,Released,35|10751,Comedy|Family,US,2.5568,1991-06-07,105,10000000,25196249,6.147,474,tt0101757
693113,Midnight in the Switchgrass,Midnight in the Switchgrass,en,"FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a FDLE agent to put an end to the infamous 'Truck Stop Killer'.",Can they stop a serial killer who can't stop himself?,Released,80|9648|53|28,Crime|Mystery|Thriller|Action,PR|US,2.3502,2021-07-23,99,15000000,229811,5.8,473,tt11656220
1075175,How to Have Sex,How to Have Sex,en,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",,Released,18,Drama,GB|GR|FR|BE,4.1961,2023-11-02,91,0,1216642,6.2,473,tt22890246
17917,Oliver!,Oliver!,en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Much much more than a musical!,Released,18|10751,Drama|Family,GB,3.8831,1968-09-26,153,10000000,37400000,7.0,474,tt0063385
7091,Vampire's Kiss,Vampire's Kiss,en,A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction.,Seduction. Romance. Murder. The things one does for love.,Released,35|27|80|14,Comedy|Horror|Crime|Fantasy,US,1.9124,1989-06-02,103,2000000,725131,5.9,474,tt0098577
12089,The Tall Blond Man with One Black Shoe,Le Grand Blond avec une chaussure noire,fr,A hapless orchestra player becomes an unwitting pawn of rival factions within the French secret service after he is chosen as a decoy by being identified as a super secret agent.,,Released,35|9648,Comedy|Mystery,FR,2.0592,1972-12-06,90,0,4300000,6.999,474,tt0068655
290825,Yoga Hosers,Yoga Hosers,en,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,Do your 'wurst...,Released,35|14|27|28,Comedy|Fantasy|Horror|Action,US,2.794,2016-07-08,88,5000000,38784,4.6,473,tt3838992
11591,The Man with Two Brains,The Man with Two Brains,en,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.","Steve Martin is a world famous surgeon. He invented screw top, zip lock brain surgery. Trust him.",Released,35|878,Comedy|Science Fiction,US,1.9683,1983-06-10,93,10100000,10000000,6.2,473,tt0085894
3602,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,en,"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.",What he knows might kill you…,Released,27,Horror,US,2.206,2006-06-24,92,0,0,4.214,474,tt0469111
563907,All You Need is Crime,Non ci resta che il crimine,it,"In the present day, three friends to make ends meet invent a ""criminal tour"" for the places which were scenes of the Banda della Magliana criminal acts, even with vintage clothes. Suddenly they are catapulted in the 1982, during the Spain World Cup, facing the real Banda della Magliana, which at that time had the control over illegal bets.",,Released,35,Comedy,IT,0.7923,2019-01-10,98,0,4695495,5.9,473,tt7475206
277368,Nicholas on Holiday,Les Vacances du Petit Nicolas,fr,"It's the end of the school year. The long-awaited moment of the holidays is arrive. The little Nicolas, her parents and Grandma take the road towards the sea, and settle in for some time at the Hotel Beau-Rivage.",,Released,10751|35,Family|Comedy,FR,1.2515,2014-07-09,97,0,0,5.4,473,tt3019796
298584,Cabin Fever,Cabin Fever,en,"While staying at a remote cabin for a week-long vacation, a group of five college friends succumb to an infectious, flesh-eating disease.",You can't run from what's inside.,Released,27,Horror,US,1.6911,2016-02-12,99,0,0,4.7,473,tt3832096
18843,Dr. Dolittle 3,Dr. Dolittle 3,en,"Lisa Dolittle sends her daughter to 'Durango', a Dude Ranch, to find herself. While there, she uses her talent to talk to the animals in order to save Durango from being taken over by a neighboring Ranch.","Like Father, Like Daughter!",Released,35|10751|14,Comedy|Family|Fantasy,CA|US,2.676,2006-04-25,93,0,0,5.1,473,tt0481513
73532,Le Havre,Le Havre,fr,"In the French harbor city of Le Havre, an elderly shoeshiner with an ailing wife crosses paths with a young African refugee pursued by the police for deportation.",,Released,18|35,Drama|Comedy,FI|FR|DE,1.7929,2011-09-08,94,3850000,4230854,7.0,473,tt1508675
10743,Confidence,Confidence,en,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",It's not about the money. It's about the money.,Released,28|35|53|80|9648,Action|Comedy|Thriller|Crime|Mystery,CA|DE|US,2.1748,2003-04-25,97,15000000,23014206,6.3,473,tt0310910
8944,What Just Happened,What Just Happened,en,"During the course of an ordinary week in Hollywood, movie producer Ben must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter.",Admit nothing.,Released,35|18,Comedy|Drama,US,2.4221,2008-10-17,104,25000000,6673422,5.437,473,tt0486674
14249,Revenge,Revenge,en,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.",A passion that cannot be denied. A betrayal that cannot be forgiven.,Released,53|10749|18,Thriller|Romance|Drama,MX|US,2.6996,1990-02-16,123,0,15645616,6.5,473,tt0100485
764835,The Desperate Hour,The Desperate Hour,en,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,Time is running out.,Released,53,Thriller,CA|US,2.0693,2022-02-17,84,0,0,6.0,472,tt13133936
869291,Cuckoo,Cuckoo,en,"After reluctantly moving to the German Alps with her father and his new family, Gretchen discovers that their new town hides sinister secrets, as she's plagued by strange noises and frightening visions of a woman pursuing her.",Fear its call.,Released,27|9648|53,Horror|Mystery|Thriller,DE|US,3.3648,2024-02-16,103,7000000,6680396,5.7,472,tt12349832
17681,Scooby-Doo! and the Witch's Ghost,Scooby-Doo! and the Witch's Ghost,en,"Scooby-Doo and the Mystery Gang visit Oakhaven, Massachusetts to seek strange goings on involving a famous horror novelist and his ancestor who is rumored to have been a witch.",,Released,35|9648|10751|14|16,Comedy|Mystery|Family|Fantasy|Animation,US|JP,1.9188,1999-10-05,70,0,0,7.375,473,tt0196931
952701,Return to Seoul,Retour à Séoul,fr,"After an impulsive travel decision to visit friends, Freddie, 25, returns to South Korea for the first time, where she was born before being adopted and raised in France. Freddie suddenly finds herself embarking on an unexpected journey in a country she knows so little about, taking her life in new and unexpected directions.",,Released,18,Drama,BE|KH|FR|DE|RO|KR,1.7107,2022-11-18,119,0,1594998,6.3,472,tt19719836
8675,Orgazmo,Orgazmo,en,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director.,Fighting crime never felt so good!,Released,35,Comedy,US|JP,2.199,1998-07-02,94,1000000,602302,6.1,472,tt0124819
70821,Cyberbully,Cyberbully,en,A woman tries to help her teenage daughter when she becomes the victim of online bullying.,Words can hurt.,Released,18|10770,Drama|TV Movie,CA,1.395,2011-11-10,90,0,0,6.025,472,tt1930315
